text,label,reasons
""" | decline = I see that you have concerns that well-sourced critical content about a school is given too much weight in an article about that school. I see no reason to doubt that your concerns about that are sincere. I equally have no doubt that the dissent from that view on the part of other editors is sincere. As the administrator assessing your unblock request, it is no part of my job to assess the validity of either of those evidently sincere opinions. It is, however, my task to assess how you have handled the disagreement. You have refused to consider that there may be genuine, good-faith disagreement, but have instead repeatedly thrown accusations of malice against those who have expressed opinions contrary to yours. You have wikilawyered and twisted and twisted to try to show that you are RIGHT. You have treated Wikipedia as a battleground, where the way to deal with anyone you disagree with is to relentlessly attack them, not as a collaborative environment where the way to deal with disagreements is to discuss with a view to trying to reach agreement. You have persistently refused to accept that Wikipedia works by consensus, not by the person who shouts most  loudly """"RIGHT IS ON MY SIDE"""" gets his or her way. You have attempted to intimidate other editors by suggesting that they might be subject to legal redress. (I have no interest in engaging with semantic quarrels about whether what you said constituted """"attacks"""" or not.) You have repeatedly and persistently failed to hear what others have said to you when it has not suited your preferred view. You have repeatedly accused other editors of doing exactly the kind of things that I see you doing all the time. I get the impression that you sincerely do not see that you have been doing those things, but that is how it looks to me, viewing the matter as an uninvolved outsider, who had never before heard of this dispute, nor even of the school in question. As you have done with other issues, you wikilawyer over whether what you have done fits your reading of a definition of """"disruptive"""" that you dredge up: I have no interest in responding to that, I simply ask myself """"do this editor's actions disrupt the working of the Wikipedia community?"""" to which the answer is clearly and obviously """"yes, very much so"""". The only thing about this block which might be reconsidered is that it is for a mere three days. Considering that your disruptive editing has been continuing over a period of more than three months, I would have blocked you for significantly longer. I suggest that you may find it helpful to stand back, look at your editing, try to imagine how it must look from the detached perspective of an uninvolved third party, and think how, when this very short block expires, you may be able to edit in ways that look more constructive to such a third party. The editor who uses the pseudonym """"""""  """,safe,[]
"#^$@ WIKI 

DONT GIVE A #^$@!! NO MORE SILENCE !!! NO MORE SENSORSHIP!! PISS OFF!",toxic,['toxic']
"SWOT analysis 

This source – Align Technology, Inc. SWOT Analysis. (2013). 1-8. – is used 11 times, with no indication of how to find it or whether it's a primary source (I assume it is), so I'm going to remove anything sourced to it. Leaving this note in case there are objections.  (talk)",safe,[]
"And to make very clear that Cahill (alone) was my original source, for this matter.",safe,[]
"Some asshole keeps changing the dates

Advanced Warfighter specifically states that the game took place in 2013 yet some asshole idiot keeps changing it to 2014. Please do something about that.",toxic,"['toxic', 'obscene', 'insult']"
"This was placed here because this user is a liar who has broken 3RR numerous times, a few days straight in a row.  That he chooses to attack me for his own hypocrisy now, is indicative of his wish that the previous warning to himself by another and outside user (on the Kingdom of England) is lessened in its effects.  What a fucktard.",toxic,"['toxic', 'obscene', 'insult']"
Stop talking you stink of penis breath.,toxic,"['toxic', 'obscene', 'insult']"
"""

 Bc4! with an exclaimation mark??? 

 
Who the heck put 4. Bc4 with an exclamation mark? That move isn't even in the MCO 14. My chess analysis engines are putting it as third favourite move. Both of the reponses Be7 and Nf6 to it were put with question marks after them when both of those are great moves. 

I see this opening all the time in blitz, there is no """"giving away a pawn"""". Ridiculous.   """,safe,[]
am correctly...   Talk,safe,[]
"Anyone who writes the filth you write is, by definition, an ignorant racist neo Nazi.",toxic,"['toxic', 'insult']"
"""

 Son, I am disappoint. 

You could be studying to get a Ph.D. in biochemistry or a doctorate in medicine, but you waste your life deleting crap and blocking sock puppets on Wikipedia while simultaneously fapping to CP. Give me one good reason why I shouldn't whoop your ass to get you back in shape.  """,toxic,['toxic']
"I'll just wait. I've already got a list of edits that will only help to make multiple soap pages much, much better. Thank you for your time, .",safe,[]
"""The """"Assyrian/Syriac people"""" article will need semi-protection to avoid vandalism. """,safe,[]
"""

 shared ip, open wi-fi network 

I got this IP address from a coffee shop's wi-fi network , SSID """"Wireless"""", in Tempe AZ. It's obviously a shared IP, so I'm afraid your insult is seen by the wrong people.""",safe,[]
"""

 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.  - ✰✰ echo """,safe,[]
"Hey, you squinty-eyed Jap. 

Go to the Japanese Wikipedia, where you belong.",toxic,['toxic']
"Wow, this time, you don't have to be sad again.",safe,[]
Which by code you're asking me to kiss your ass.,toxic,['toxic']
"I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis",toxic,['toxic']
"Yeah its me 

You're telling me not to write offensive stuff, but you'be gotten blocked yourself? ROFL, hypocrite practice what you preach!",toxic,['toxic']
"""
Saying """"don't be snitty"""" is not a personal attack. It is a defense from YOUR personal attack against me.

Now me telling you that you are a pussy and need to grow some balls, now that is a personal attack.  I hope you enjoy it as much I did. -  """,toxic,['toxic']
"""
 Replaceable fair use Image:Hirai_006.jpg 

Thanks for uploading Image:Hirai_006.jpg. I noticed the 'image' page specifies that the image is being used under fair use, but its use in Wikipedia articles fails our first fair use criterion in that it illustrates a subject for which a freely licensed image could reasonably be found or created that provides substantially the same information. If you believe this image is not replaceable, please:

 Go to the image description page and edit it to add , without deleting the original Replaceable fair use template.
 On the image discussion page, write the reason why this image is not replaceable at all.

Alternatively, you can also choose to replace the fair use image by finding a freely licensed image of its subject, requesting that the copyright holder release this (or a similar) image under a free license, or by taking a picture of it yourself.

If you have uploaded other fair use media, consider checking that you have specified how these images fully satisfy our fair use criteria. You can find a list of 'image' pages you have edited by clicking on [ this link]. Note that fair use images which could be replaced by free-licensed alternatives will be deleted 2 days after this notification (7 days if not used in an article), per our Fair Use policy.  If you have any questions please ask them at the Media copyright questions page. Thank you. tast """,safe,[]
Shut the hell up JeremyA stop posting nonsense.,toxic,"['toxic', 'obscene', 'insult']"
ameriKKKans like to get their anusses raped,toxic,"['toxic', 'obscene', 'insult', 'identity_hate']"
If you have a chance to read this you should instead of acting like a dick...i have faith that you can do this...the easiest way...stop acting like a dick and BTW happy new year to you.,toxic,"['toxic', 'obscene', 'insult']"
"Please refrain from adding nonsense to Wikipedia, as you did to H. G. Wells. It is considered vandalism. If you would like to experiment, use the sandbox.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.",safe,[]
"White Trash
Fuck off you white piece of trash. Fucking wiggers. Go and fuck a Jew, Jew raper.",toxic,"['toxic', 'severe_toxic', 'obscene', 'insult', 'identity_hate']"
"REPLY ABOVE:
That was me, loser. The UN defines Vietnam to be part of Southeast Asia. And far as I know Vietnam is part of ASEAN, and used to be part of French Indochina with Laos and all those shit countries Anyway your culture has always been more influenced by SEA than Han Chinese (as in proper Yangtze Han Chinese, not the fringe indigenous tribes in Guangzhou/Guangxi). 

Just admit that you vietnamese are all a bunch of wannabe crap people. ALL the east asian people I've spoken to thinks of Vietnam as a very integral part of SEA, and we all think you're backward, dirty and speak in a horrible swearing language. Doesn't matter what crap you spout on Wikipedia, won't change the way people in the real world think.",toxic,['insult']
i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay,toxic,['toxic']
